data/TRACK1_IMG_CLOCKWISE_1/center_2017_08_17_20_49_21_265.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_265.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_265.jpg,-1,1,0,30.0583
data/TRACK1_IMG_CLOCKWISE_1/center_2017_08_17_20_49_21_333.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_333.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_333.jpg,-1,1,0,30.07297
data/TRACK1_IMG_CLOCKWISE_1/center_2017_08_17_20_49_21_400.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_400.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_400.jpg,-1,1,0,30.08367
data/TRACK1_IMG_CLOCKWISE_1/center_2017_08_17_20_49_21_467.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_467.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_21_467.jpg,-1,1,0,30.09504
data/TRACK1_IMG_CLOCKWISE_1/center_2017_08_17_20_49_22_052.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_22_052.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_22_052.jpg,-0.8396227,1,0,30.09894
data/TRACK1_IMG_CLOCKWISE_1/center_2017_08_17_20_49_22_126.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_22_126.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_22_126.jpg,-0.8679245,1,0,30.08621
data/TRACK1_IMG_CLOCKWISE_1/center_2017_08_17_20_49_22_195.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_22_195.jpg,data/TRACK1_IMG_CLOCKWISE_1/left_2017_08_17_20_49_22_195.jpg,-0.8679245,1,0,30.10364
data/TRACK1_IMG_ANTI_CLOCKWISE_0/center_2017_08_19_11_02_29_812.jpg,data/TRACK1_IMG_ANTI_CLOCKWISE_0/left_2017_08_19_11_02_29_812.jpg,data/TRACK1_IMG_ANTI_CLOCKWISE_0/left_2017_08_19_11_02_29_812.jpg,-0.8000001,1,0,30.11035
data/TRACK1_IMG_ANTI_CLOCKWISE_0/center_2017_08_19_11_02_29_896.jpg,data/TRACK1_IMG_ANTI_CLOCKWISE_0/left_2017_08_19_11_02_29_896.jpg,data/TRACK1_IMG_ANTI_CLOCKWISE_0/left_2017_08_19_11_02_29_896.jpg,-0.9480041,1,0,30.10505
data/TRACK1_IMG_ANTI_CLOCKWISE_0/center_2017_08_19_11_02_31_591.jpg,data/TRACK1_IMG_ANTI_CLOCKWISE_0/left_2017_08_19_11_02_31_591.jpg,data/TRACK1_IMG_ANTI_CLOCKWISE_0/left_2017_08_19_11_02_31_591.jpg,-0.7500002,1,0,30.11405
